Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11,Abdel Abqar,ma MAR,DF,Getafe,es La Liga,26.0,1999,4,4,343,3.8,0,1,1,0,0,0,3,0,0.0,0.0,0.2,0.3,1,2,0,0.26,0.07,11,ma MAR,DF,es La Liga,26-203,1999,3.8,0,2,0,0.0,0.52,0.00,0.00,,21.7,0,0,0,0.0,0.0,0.02,0.0,0.0,11,ma MAR,DF,es La Liga,26-203,1999,3.8,81,109,74.3,1812,492,1,0.2,0.3,+0.8,1,5,0,0,2,11,ma MAR,DF,es La Liga,26-203,1999,3.8,109,99,10,8,0,4,0,2,0,0,0,0,81,0,0,11,ma MAR,DF,es La Liga,26-203,1999,3.8,1,0.26,1,0,0,0,0,0,1,0.26,11,ma MAR,DF,es La Liga,26-203,1999,3.8,16,9,11,5,0,8,100.0,0,6,2,4,6,22,16,0,11,ma MAR,DF,es La Liga,26-203,1999,3.8,163,10,91,69,3,2,163,2,1,50.0,1,50.0,56,273,139,1,0,0,2,1,66,0,13,ma MAR,DF,es La Liga,26-203,1999,4,343,86,54.4,3.8,4,86,4,0,,0,1.25,4,5,-1,-0.26,-0.26,1.8,4.0,-2.3,-0.59,11,ma MAR,DF,es La Liga,26-203,1999,3.8,3,0,0,4,12,0,0,6,9,0,0,0,16,7,3,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Francis Abu,gh GHA,MF,Toulouse,fr Ligue 1,24.0,2001,3,3,204,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,7,1,0.00,0.02,12,gh GHA,MF,fr Ligue 1,24-155,2001,2.3,0,3,0,0.0,1.32,0.00,0.00,,29.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,12,gh GHA,MF,fr Ligue 1,24-155,2001,2.3,78,93,83.9,1202,310,0,0.0,0.0,0.0,0,4,0,0,7,12,gh GHA,MF,fr Ligue 1,24-155,2001,2.3,93,93,0,0,0,0,0,0,0,0,0,0,78,0,3,12,gh GHA,MF,fr Ligue 1,24-155,2001,2.3,2,0.90,1,0,0,1,0,0,0,0.00,12,gh GHA,MF,fr Ligue 1,24-155,2001,2.3,11,7,3,7,1,8,87.5,1,7,3,4,4,15,3,0,12,gh GHA,MF,fr Ligue 1,24-155,2001,2.3,121,5,33,71,17,1,121,1,0,0.0,1,100.0,51,167,67,0,1,0,1,2,65,1,14,gh GHA,MF,fr Ligue 1,24-155,2001,3,204,68,37.8,2.3,3,68,3,0,,0,0.33,2,3,-1,-0.44,-0.17,2.8,2.4,+0.4,+0.16,12,gh GHA,MF,fr Ligue 1,24-155,2001,2.3,0,0,0,2,3,0,0,4,7,0,0,0,14,3,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Giorgi Abuashvili,ge GEO,FW,Metz,fr Ligue 1,22.0,2003,4,2,151,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,6,7,0.00,0.13,13,ge GEO,FW,fr Ligue 1,22-233,2003,1.7,0,5,0,0.0,2.98,0.00,0.00,,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,13,ge GEO,FW,fr Ligue 1,22-233,2003,1.7,54,61,88.5,944,275,0,0.1,0.1,-0.1,2,6,1,1,6,13,ge GEO,FW,fr Ligue 1,22-233,2003,1.7,61,54,7,0,0,2,6,3,4,0,3,0,54,0,1,13,ge GEO,FW,fr Ligue 1,22-233,2003,1.7,4,2.38,1,2,1,0,0,0,0,0.00,13,ge GEO,FW,fr Ligue 1,22-233,2003,1.7,5,2,3,2,0,3,33.3,2,4,1,3,0,5,1,0,13,ge GEO,FW,fr Ligue 1,22-233,2003,1.7,88,4,17,47,24,1,88,8,2,25.0,6,75.0,44,329,238,8,4,2,2,5,52,7,15,ge GEO,FW,fr Ligue 1,22-233,2003,4,151,38,28.0,1.7,2,62,2,2,14,2,0.50,2,5,-3,-1.79,-0.63,2.2,5.8,-3.6,-2.14,13,ge GEO,FW,fr Ligue 1,22-233,2003,1.7,0,0,0,2,2,0,6,0,2,0,0,0,7,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Francesco Acerbi,it ITA,DF,Inter,it Serie A,37.0,1988,4,4,353,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,16,0,0.00,0.02,14,it ITA,DF,it Serie A,37-231,1988,3.9,0,1,1,100.0,0.25,0.25,0.00,0.00,15.0,0,0,0,0.0,0.0,0.01,0.0,0.0,14,it ITA,DF,it Serie A,37-231,1988,3.9,259,271,95.6,5004,1282,0,0.1,0.3,-0.1,2,14,2,1,16,14,it ITA,DF,it Serie A,37-231,1988,3.9,271,266,5,4,0,0,1,0,0,0,0,0,259,0,2,14,it ITA,DF,it Serie A,37-231,1988,3.9,5,1.28,4,0,0,1,0,0,0,0.00,14,it ITA,DF,it Serie A,37-231,1988,3.9,4,4,3,1,0,0,,0,6,6,0,6,10,28,0,14,it ITA,DF,it Serie A,37-231,1988,3.9,322,27,134,166,22,4,322,0,0,,0,,139,699,412,6,6,0,1,0,241,0,16,it ITA,DF,it Serie A,37-231,1988,4,353,88,78.4,3.9,4,88,4,0,,1,1.50,11,7,+4,+1.02,-0.84,5.8,3.6,+2.2,+0.56,14,it ITA,DF,it Serie A,37-231,1988,3.9,1,0,0,4,1,1,1,6,4,0,0,0,9,19,4,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Ragnar Ache,de GER,"FW,DF",Köln,de Bundesliga,27.0,1998,5,1,142,1.6,0,2,2,0,0,0,0,0,1.0,1.0,0.7,1.7,1,5,3,1.27,1.07,15,de GER,"FW,DF",de Bundesliga,27-063,1998,1.6,0,4,1,25.0,2.54,0.63,0.00,0.00,15.6,0,0,0,1.0,1.0,0.26,-1.0,-1.0,15,de GER,"FW,DF",de Bundesliga,27-063,1998,1.6,23,32,71.9,277,60,2,0.7,0.3,+1.3,3,2,2,0,5,15,de GER,"FW,DF",de Bundesliga,27-063,1998,1.6,32,31,1,0,0,0,0,0,0,0,0,0,23,0,0,15,de GER,"FW,DF",de Bundesliga,27-063,1998,1.6,4,2.48,3,0,0,1,0,0,2,1.24,15,de GER,"FW,DF",de Bundesliga,27-063,1998,1.6,1,1,0,1,0,1,0.0,1,1,0,1,0,1,6,0,15,de GER,"FW,DF",de Bundesliga,27-063,1998,1.6,51,5,8,26,18,6,51,1,0,0.0,1,100.0,15,51,25,1,1,0,3,2,39,3,17,de GER,"FW,DF",de Bundesliga,27-063,1998,5,142,28,31.6,1.6,1,63,1,4,20,0,1.40,5,3,+2,+1.27,+1.56,3.3,3.1,+0.2,+0.13,15,de GER,"FW,DF",de Bundesliga,27-063,1998,1.6,0,0,0,2,6,1,0,0,1,0,0,0,5,11,6,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,19.0,2006,2,1,126,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.07,16,eng ENG,DF,eng Premier League,19-147,2006,1.4,0,1,0,0.0,0.71,0.00,0.00,,4.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,16,eng ENG,DF,eng Premier League,19-147,2006,1.4,100,107,93.5,1668,324,0,0.0,0.0,0.0,0,0,0,0,3,16,eng ENG,DF,eng Premier League,19-147,2006,1.4,107,105,2,2,0,0,0,0,0,0,0,0,100,0,1,16,eng ENG,DF,eng Premier League,19-147,2006,1.4,0,0.00,0,0,0,0,0,0,0,0.00,16,eng ENG,DF,eng Premier League,19-147,2006,1.4,2,2,1,1,0,2,50.0,1,0,0,0,2,4,7,3,16,eng ENG,DF,eng Premier League,19-147,2006,1.4,120,8,49,66,6,2,120,5,4,80.0,0,0.0,92,431,198,0,1,0,0,2,99,0,18,eng ENG,DF,eng Premier League,19-147,2006,2,126,63,23.3,1.4,1,90,1,1,36,3,0.50,0,3,-3,-2.14,-3.45,2.1,2.8,-0.7,-0.52,16,eng ENG,DF,eng Premier League,19-147,2006,1.4,0,0,0,0,2,0,0,2,2,0,0,0,5,5,2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Akor Adams,ng NGA,FW,Sevilla,es La Liga,25.0,2000,5,3,306,3.4,1,1,2,1,0,0,0,0,1.4,1.4,0.1,1.5,6,5,13,0.59,0.43,17,ng NGA,FW,es La Liga,25-243,2000,3.4,1,9,4,44.4,2.65,1.18,0.11,0.25,13.1,0,0,0,1.4,1.4,0.16,-0.4,-0.4,17,ng NGA,FW,es La Liga,25-243,2000,3.4,29,52,55.8,457,67,1,0.1,0.1,+0.9,1,1,2,0,5,17,ng NGA,FW,es La Liga,25-243,2000,3.4,52,47,5,0,0,0,5,0,0,0,0,0,29,0,5,17,ng NGA,FW,es La Liga,25-243,2000,3.4,2,0.58,1,0,0,1,0,0,0,0.00,17,ng NGA,FW,es La Liga,25-243,2000,3.4,2,1,1,0,1,2,50.0,1,3,0,3,0,2,6,0,17,ng NGA,FW,es La Liga,25-243,2000,3.4,83,5,10,30,45,24,83,3,2,66.7,1,33.3,38,186,105,6,1,3,5,2,57,13,19,ng NGA,FW,es La Liga,25-243,2000,5,306,61,48.6,3.4,3,90,3,2,18,0,1.20,5,7,-2,-0.59,-1.42,2.9,6.3,-3.4,-1.00,17,ng NGA,FW,es La Liga,25-243,2000,3.4,0,0,0,7,1,8,5,0,1,0,0,0,5,7,7,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Che Adams,sct SCO,"FW,MF",Torino,it Serie A,29.0,1996,4,0,125,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,1,11,0.00,0.10,18,sct SCO,"FW,MF",it Serie A,29-078,1996,1.4,0,3,0,0.0,2.16,0.00,0.00,,27.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,18,sct SCO,"FW,MF",it Serie A,29-078,1996,1.4,25,39,64.1,279,46,0,0.1,0.1,-0.1,2,1,1,0,1,18,sct SCO,"FW,MF",it Serie A,29-078,1996,1.4,39,37,1,0,0,0,4,0,0,0,0,0,25,1,4,18,sct SCO,"FW,MF",it Serie A,29-078,1996,1.4,5,3.52,3,0,1,0,1,0,0,0.00,18,sct SCO,"FW,MF",it Serie A,29-078,1996,1.4,3,3,2,0,1,1,100.0,0,0,0,0,0,3,1,0,18,sct SCO,"FW,MF",it Serie A,29-078,1996,1.4,55,0,6,19,30,3,55,4,3,75.0,1,25.0,35,140,30,1,3,0,6,1,44,11,20,sct SCO,"FW,MF",it Serie A,29-078,1996,4,125,31,34.7,1.4,0,,0,4,31,0,1.00,0,1,-1,-0.72,+1.58,1.5,1.9,-0.4,-0.30,18,sct SCO,"FW,MF",it Serie A,29-078,1996,1.4,0,0,0,1,1,0,4,0,3,0,0,0,4,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,26.0,1999,6,6,529,5.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,0,19,4,0.00,0.03,19,us USA,MF,eng Premier League,26-227,1999,5.9,0,4,3,75.0,0.68,0.51,0.00,0.00,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,19,us USA,MF,eng Premier League,26-227,1999,5.9,232,281,82.6,3915,964,0,0.0,0.2,0.0,1,22,0,0,19,19,us USA,MF,eng Premier League,26-227,1999,5.9,281,270,11,11,0,0,0,0,0,0,0,0,232,0,9,19,us USA,MF,eng Premier League,26-227,1999,5.9,6,1.03,5,0,0,0,0,1,2,0.34,19,us USA,MF,eng Premier League,26-227,1999,5.9,18,10,9,8,1,19,57.9,8,10,3,7,13,31,9,0,19,us USA,MF,eng Premier League,26-227,1999,5.9,353,20,102,210,44,4,353,6,2,33.3,3,50.0,173,701,335,0,3,0,7,1,187,4,21,us USA,MF,eng Premier League,26-227,1999,6,529,88,98.0,5.9,6,88,6,0,,0,1.83,7,6,+1,+0.17,+0.17,6.8,5.2,+1.6,+0.28,19,us USA,MF,eng Premier League,26-227,1999,5.9,3,0,0,7,8,1,0,13,10,0,0,0,30,4,6,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Junior Adamu,at AUT,FW,Freiburg,de Bundesliga,24.0,2001,3,2,154,1.7,1,1,2,1,0,0,0,0,1.3,1.3,1.0,2.3,0,1,7,1.17,1.36,20,at AUT,FW,de Bundesliga,24-115,2001,1.7,1,4,1,25.0,2.34,0.58,0.25,1.00,7.9,0,0,0,1.3,1.3,0.33,-0.3,-0.3,20,at AUT,FW,de Bundesliga,24-115,2001,1.7,13,34,38.2,200,31,1,1.0,0.0,0.0,1,0,0,0,1,20,at AUT,FW,de Bundesliga,24-115,2001,1.7,34,33,1,0,0,0,0,0,0,0,0,0,13,0,3,20,at AUT,FW,de Bundesliga,24-115,2001,1.7,3,1.76,1,0,0,1,0,1,2,1.18,20,at AUT,FW,de Bundesliga,24-115,2001,1.7,7,4,6,1,0,1,100.0,0,1,1,0,3,10,4,0,20,at AUT,FW,de Bundesliga,24-115,2001,1.7,71,5,14,38,19,9,71,4,2,50.0,1,25.0,29,124,7,0,2,1,11,2,48,7,22,at AUT,FW,de Bundesliga,24-115,2001,3,154,51,34.2,1.7,2,75,2,1,5,2,1.33,4,1,+3,+1.75,+2.67,3.5,3.0,+0.5,+0.29,20,at AUT,FW,de Bundesliga,24-115,2001,1.7,0,0,0,3,1,1,0,3,4,0,0,0,5,15,11,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,28.0,1997,4,3,353,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,15,0,0.00,0.01,21,eng ENG,DF,eng Premier League,28-005,1997,3.9,0,1,0,0.0,0.25,0.00,0.00,,6.3,0,0,0,0.0,0.0,0.04,0.0,0.0,21,eng ENG,DF,eng Premier League,28-005,1997,3.9,314,349,90.0,5739,1990,0,0.0,0.1,0.0,0,17,1,0,15,21,eng ENG,DF,eng Premier League,28-005,1997,3.9,349,328,19,7,0,1,0,2,0,0,0,0,314,2,2,21,eng ENG,DF,eng Premier League,28-005,1997,3.9,0,0.00,0,0,0,0,0,0,0,0.00,21,eng ENG,DF,eng Premier League,28-005,1997,3.9,5,2,3,2,0,2,50.0,1,3,2,1,5,10,25,0,21,eng ENG,DF,eng Premier League,28-005,1997,3.9,389,52,191,191,7,2,389,0,0,,0,,202,881,536,2,1,0,1,0,275,0,23,eng ENG,DF,eng Premier League,28-005,1997,4,353,88,65.4,3.9,3,90,3,1,83,0,1.75,10,5,+5,+1.27,+2.24,6.5,4.8,+1.7,+0.44,21,eng ENG,DF,eng Premier League,28-005,1997,3.9,1,0,0,3,0,1,0,5,2,0,0,0,13,17,8,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Jayden Addai,nl NED,FW,Como,it Serie A,20.0,2005,3,0,91,1.0,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,3,1,13,0.99,0.48,22,nl NED,FW,it Serie A,20-034,2005,1.0,1,4,1,25.0,3.96,0.99,0.25,1.00,15.5,0,0,0,0.4,0.4,0.09,+0.6,+0.6,22,nl NED,FW,it Serie A,20-034,2005,1.0,11,17,64.7,193,47,0,0.1,0.1,-0.1,2,1,0,0,1,22,nl NED,FW,it Serie A,20-034,2005,1.0,17,17,0,0,0,2,1,0,0,0,0,0,11,0,0,22,nl NED,FW,it Serie A,20-034,2005,1.0,3,2.90,3,0,0,0,0,0,0,0.00,22,nl NED,FW,it Serie A,20-034,2005,1.0,1,1,0,1,0,0,,0,1,0,1,1,2,0,0,22,nl NED,FW,it Serie A,20-034,2005,1.0,29,0,4,10,17,7,29,3,1,33.3,2,66.7,20,227,141,3,2,1,2,2,18,13,24,nl NED,FW,it Serie A,20-034,2005,3,91,30,20.2,1.0,0,,0,3,30,1,1.67,2,2,0,0.00,-0.50,1.2,1.5,-0.3,-0.29,22,nl NED,FW,it Serie A,20-034,2005,1.0,0,0,0,1,1,0,1,1,1,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,23.0,2002,5,4,259,2.9,2,1,3,2,0,0,1,0,1.0,1.0,1.0,1.9,8,5,34,1.04,0.67,23,de GER,"FW,MF",de Bundesliga,23-254,2002,2.9,2,11,4,36.4,3.82,1.39,0.18,0.50,18.0,0,0,0,1.0,1.0,0.09,+1.0,+1.0,23,de GER,"FW,MF",de Bundesliga,23-254,2002,2.9,46,68,67.6,694,112,1,1.0,1.3,0.0,3,4,0,0,5,23,de GER,"FW,MF",de Bundesliga,23-254,2002,2.9,68,65,3,0,0,1,1,3,0,0,0,0,46,0,5,23,de GER,"FW,MF",de Bundesliga,23-254,2002,2.9,11,3.85,6,0,3,0,2,0,3,1.05,23,de GER,"FW,MF",de Bundesliga,23-254,2002,2.9,1,0,1,0,0,2,0.0,2,0,0,0,4,5,1,0,23,de GER,"FW,MF",de Bundesliga,23-254,2002,2.9,122,1,8,39,76,18,122,16,8,50.0,7,43.8,78,513,253,8,8,6,15,3,94,34,26,de GER,"FW,MF",de Bundesliga,23-254,2002,5,259,52,57.6,2.9,4,64,4,1,3,0,2.60,6,0,+6,+2.08,+1.14,5.5,1.6,+3.9,+1.37,23,de GER,"FW,MF",de Bundesliga,23-254,2002,2.9,1,0,0,5,10,2,1,4,0,1,0,0,4,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Simon Adingra,ci CIV,FW,Sunderland,eng Premier League,23.0,2002,5,3,238,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,6,2,31,0.00,0.25,24,ci CIV,FW,eng Premier League,23-271,2002,2.6,0,1,0,0.0,0.38,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.14,-0.1,-0.1,24,ci CIV,FW,eng Premier League,23-271,2002,2.6,45,67,67.2,740,73,0,0.5,0.2,-0.5,4,0,3,1,2,24,ci CIV,FW,eng Premier League,23-271,2002,2.6,67,66,1,0,1,0,10,1,0,0,0,0,45,0,9,24,ci CIV,FW,eng Premier League,23-271,2002,2.6,7,2.66,6,0,1,0,0,0,1,0.38,24,ci CIV,FW,eng Premier League,23-271,2002,2.6,3,3,1,2,0,3,66.7,1,1,0,1,0,3,4,0,24,ci CIV,FW,eng Premier League,23-271,2002,2.6,95,3,12,33,50,3,95,7,3,42.9,3,42.9,68,386,195,6,1,1,5,6,72,31,27,ci CIV,FW,eng Premier League,23-271,2002,5,238,48,44.1,2.6,3,69,3,2,15,1,2.00,4,2,+2,+0.76,+0.46,3.3,1.8,+1.5,+0.57,24,ci CIV,FW,eng Premier League,23-271,2002,2.6,1,0,0,4,2,2,10,0,3,0,0,0,7,3,4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Amine Adli,ma MAR,"FW,MF",Bournemouth,eng Premier League,25.0,2000,5,1,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,5,17,0.00,0.17,25,ma MAR,"FW,MF",eng Premier League,25-142,2000,1.6,0,2,2,100.0,1.22,1.22,0.00,0.00,23.7,1,0,0,0.1,0.1,0.05,-0.1,-0.1,25,ma MAR,"FW,MF",eng Premier League,25-142,2000,1.6,54,74,73.0,748,176,0,0.2,0.1,-0.2,4,1,1,0,5,25,ma MAR,"FW,MF",eng Premier League,25-142,2000,1.6,74,68,6,0,1,1,7,4,2,2,0,0,54,0,4,25,ma MAR,"FW,MF",eng Premier League,25-142,2000,1.6,8,4.80,5,0,1,0,1,1,0,0.00,25,ma MAR,"FW,MF",eng Premier League,25-142,2000,1.6,10,3,4,3,3,8,75.0,2,5,1,4,2,12,4,0,25,ma MAR,"FW,MF",eng Premier League,25-142,2000,1.6,107,2,23,35,52,5,107,7,3,42.9,4,57.1,56,336,205,3,4,0,2,2,58,17,28,ma MAR,"FW,MF",eng Premier League,25-142,2000,5,148,30,27.4,1.6,1,60,1,4,22,0,2.20,1,2,-1,-0.61,-1.07,1.3,1.6,-0.3,-0.20,25,ma MAR,"FW,MF",eng Premier League,25-142,2000,1.6,0,0,0,4,6,0,7,2,3,0,0,0,14,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Vasilije Adžić,me MNE,MF,Juventus,it Serie A,19.0,2006,3,1,108,1.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,1,7,7,0.83,0.26,26,me MNE,MF,it Serie A,19-140,2006,1.2,1,5,4,80.0,4.17,3.33,0.20,0.25,26.3,1,0,0,0.2,0.2,0.04,+0.8,+0.8,26,me MNE,MF,it Serie A,19-140,2006,1.2,43,58,74.1,721,186,0,0.1,0.1,-0.1,3,4,2,0,7,26,me MNE,MF,it Serie A,19-140,2006,1.2,58,53,3,2,0,1,1,1,0,0,0,0,43,2,5,26,me MNE,MF,it Serie A,19-140,2006,1.2,4,3.33,4,0,0,0,0,0,0,0.00,26,me MNE,MF,it Serie A,19-140,2006,1.2,1,0,1,0,0,1,0.0,1,0,0,0,2,3,3,2,26,me MNE,MF,it Serie A,19-140,2006,1.2,72,4,11,35,27,3,72,3,1,33.3,2,66.7,35,144,54,1,1,1,0,2,45,7,30,me MNE,MF,it Serie A,19-140,2006,3,108,36,24.0,1.2,1,58,1,2,25,2,1.67,2,2,0,0.00,-1.05,0.9,1.1,-0.2,-0.14,26,me MNE,MF,it Serie A,19-140,2006,1.2,0,0,0,1,1,0,1,2,0,0,0,0,10,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Michel Aebischer,ch SUI,MF,Pisa,it Serie A,28.0,1997,5,5,405,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,4,23,0,0.00,0.11,27,ch SUI,MF,it Serie A,28-266,1997,4.5,0,4,0,0.0,0.89,0.00,0.00,,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,27,ch SUI,MF,it Serie A,28-266,1997,4.5,181,213,85.0,3389,849,0,0.4,0.4,-0.4,2,16,3,0,23,27,ch SUI,MF,it Serie A,28-266,1997,4.5,213,199,13,7,0,1,1,1,1,0,0,0,181,1,4,27,ch SUI,MF,it Serie A,28-266,1997,4.5,11,2.46,8,1,1,0,0,1,0,0.00,27,ch SUI,MF,it Serie A,28-266,1997,4.5,17,14,2,14,1,17,52.9,8,4,1,3,5,22,3,2,27,ch SUI,MF,it Serie A,28-266,1997,4.5,260,16,66,163,32,1,260,2,1,50.0,1,50.0,134,591,266,4,5,0,7,1,165,0,31,ch SUI,MF,it Serie A,28-266,1997,5,405,81,90.0,4.5,5,81,5,0,,0,0.40,3,6,-3,-0.67,-0.67,4.6,5.4,-0.8,-0.18,27,ch SUI,MF,it Serie A,28-266,1997,4.5,0,0,0,5,3,0,1,5,14,0,0,0,25,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
